Customer ID,Transaction Date,Product Category,Purchase Amount
5174,2019-11-03,Plate for Graphics - non FG,8395.88
5174,2019-11-03,Specialty Foods - Other,29747.53
5174,2021-10-03,Specialty Foods - Other,35445.22
5174,2020-08-30,Specialty Foods - Other,86068.0
5174,2022-01-30,Non Finished Goods,19.5
5174,2022-01-30,Specialty Foods - Other,2690.45
5174,2021-05-30,Plate for Graphics - non FG,1396.2
5174,2021-05-30,Specialty Foods - Other,29740.16
5174,2017-12-31,Specialty Foods - Other,44651.53
5174,2021-01-31,Plate for Graphics - non FG,20930.66
5174,2021-01-31,Specialty Foods - Other,102888.39
5174,2020-05-31,Specialty Foods - Other,42446.31
5174,2021-10-31,Specialty Foods - Other,31319.76
5174,2021-04-04,Specialty Foods - Other,106899.16
5174,2018-02-04,Specialty Foods - Other,15162.35
5174,2021-07-04,Specialty Foods - Other,31725.13
5174,2018-03-04,Specialty Foods - Other,34721.68
5174,2020-10-04,Plate for Graphics - non FG,13965.01
5174,2020-04-05,Specialty Foods - Other,72106.85
5174,2020-01-05,Specialty Foods - Other,72096.72
5174,2020-07-05,Specialty Foods - Other,81732.44
5174,2021-09-05,Specialty Foods - Other,72207.33
5174,2020-12-06,Specialty Foods - Other,35959.5
5174,2021-06-06,Plate for Graphics - non FG,6698.14
5174,2021-06-06,Specialty Foods - Other,1227.0
5174,2018-05-06,Specialty Foods - Other,12237.65
5174,2019-10-06,Plate for Graphics - non FG,6088.46
5174,2019-10-06,Specialty Foods - Other,24022.4
5174,2020-09-06,Specialty Foods - Other,57622.67
5174,2018-01-07,Specialty Foods - Other,67249.61
5174,2020-06-07,Specialty Foods - Other,7716.67
5174,2021-03-07,Specialty Foods - Other,74579.16
5174,2021-11-07,Specialty Foods - Other,19723.89
5174,2018-04-08,Specialty Foods - Other,10626.16
5174,2021-08-08,Specialty Foods - Other,31309.52
5174,2019-12-08,Specialty Foods - Other,38205.61
5174,2018-07-08,Non Finished Goods,3580.05
5174,2020-03-08,Specialty Foods - Other,49906.54
5174,2020-11-08,Non Finished Goods,1501.43
5174,2020-11-08,Specialty Foods - Other,68739.61
5174,2020-08-09,Specialty Foods - Other,87859.5
5174,2020-02-09,Specialty Foods - Other,24817.07
5174,2021-05-09,Specialty Foods - Other,26630.28
5182,2023-01-01,Healthcare Films & Flex Pkg,116201.13
5182,2022-07-10,Healthcare Films & Flex Pkg,117310.33
5182,2023-06-11,Healthcare Films & Flex Pkg,58242.76
5182,2023-10-15,Healthcare Films & Flex Pkg,47611.3
5182,2023-03-19,Healthcare Films & Flex Pkg,23559.62
5182,2022-10-02,Healthcare Films & Flex Pkg,61186.44
5182,2023-08-20,Healthcare Films & Flex Pkg,33296.0
5182,2023-10-22,Healthcare Films & Flex Pkg,43313.84
5182,2024-09-22,Healthcare Films & Flex Pkg,132310.64
5182,2024-06-23,Healthcare Films & Flex Pkg,55146.5
5182,2022-07-24,Healthcare Films & Flex Pkg,86972.16
5182,2024-03-24,Healthcare Films & Flex Pkg,77833.93
5182,2023-09-24,Healthcare Films & Flex Pkg,64442.56
5182,2023-06-25,Healthcare Films & Flex Pkg,138856.9
5182,2024-04-28,Healthcare Films & Flex Pkg,18147.68
5182,2023-05-28,Healthcare Films & Flex Pkg,234937.2
5182,2023-07-30,Healthcare Films & Flex Pkg,42726.03
5182,2025-01-05,Healthcare Films & Flex Pkg,28015.24
5182,2023-08-06,Healthcare Films & Flex Pkg,36070.8
5182,2024-01-07,Healthcare Films & Flex Pkg,116389.44
5196,2019-12-01,Non Finished Goods,554.04
5196,2019-02-10,Non Finished Goods,356.15
5196,2019-11-10,Non Finished Goods,166.86
5196,2021-07-11,Non Finished Goods,264.39
5196,2018-11-11,Non Finished Goods,207.36
5196,2020-10-11,Non Finished Goods,342.14
5196,2019-01-13,Non Finished Goods,113.39
5196,2019-10-13,Non Finished Goods,54.74
5196,2020-09-13,Non Finished Goods,238.46
5196,2021-02-14,Non Finished Goods,1032.43
5196,2019-07-14,Non Finished Goods,346.54
5196,2018-04-15,Non Finished Goods,207.36
5196,2019-09-15,Non Finished Goods,170.75
5196,2020-05-17,Non Finished Goods,43.78
5196,2019-11-17,Non Finished Goods,47.7
5196,2020-07-19,Non Finished Goods,77.12
5196,2021-02-21,Non Finished Goods,129.6
5196,2020-06-21,Non Finished Goods,43.78
5196,2018-10-21,Non Finished Goods,438.68
5196,2021-08-22,Non Finished Goods,370.81
5196,2019-09-22,Non Finished Goods,50.03
5196,2020-02-23,Non Finished Goods,50.88
5196,2019-07-28,Non Finished Goods,159.42
5196,2019-02-03,Non Finished Goods,122.87
5196,2020-05-03,Non Finished Goods,43.14
5196,2020-08-30,Non Finished Goods,207.36
5196,2019-03-31,Non Finished Goods,194.53
5196,2021-02-07,Non Finished Goods,414.72
5196,2021-05-09,Non Finished Goods,850.46
5196,2018-09-09,Non Finished Goods,170.75
5197,2022-02-13,Healthcare Films & Flex Pkg,57628.01
5197,2021-11-14,Healthcare Films & Flex Pkg,266779.86
5197,2022-01-16,Healthcare Films & Flex Pkg,162650.01
5197,2021-12-19,Healthcare Films & Flex Pkg,258152.08
5197,2022-02-20,Healthcare Films & Flex Pkg,720.0
5197,2022-04-24,Healthcare Films & Flex Pkg,148685.49
5197,2021-12-26,Healthcare Films & Flex Pkg,163205.4
5197,2021-09-26,Healthcare Films & Flex Pkg,140924.09
5197,2022-03-27,Healthcare Films & Flex Pkg,35790.86
5197,2021-11-28,Healthcare Films & Flex Pkg,131770.33
5197,2021-08-29,Healthcare Films & Flex Pkg,14222.56
5197,2022-04-03,Healthcare Films & Flex Pkg,136258.25
5197,2021-10-03,Healthcare Films & Flex Pkg,124396.16
5197,2021-10-31,Healthcare Films & Flex Pkg,235322.27
5197,2022-02-06,Healthcare Films & Flex Pkg,76246.45
5197,2022-03-06,Healthcare Films & Flex Pkg,312109.95
5197,2021-08-08,Healthcare Films & Flex Pkg,5500.0
5197,2022-01-09,Healthcare Films & Flex Pkg,233092.27
5264,2024-12-01,Converter & Specialty Ind Film,22903.38
5264,2022-09-11,Non Finished Goods,2000.0
5264,2023-03-12,Non Finished Goods,4000.0
5264,2022-08-14,Converter & Specialty Ind Film,10497.4
5264,2022-08-14,Non Finished Goods,45.8
5264,2024-01-14,Converter & Specialty Ind Film,29530.08
5264,2025-06-15,Unknown,579.97
5264,2022-10-16,Converter & Specialty Ind Film,28001.7
5264,2022-07-17,Converter & Specialty Ind Film,73077.48
5264,2025-07-20,Converter & Specialty Ind Film,30667.92
5264,2024-04-21,Converter & Specialty Ind Film,28277.1
5264,2025-06-22,Converter & Specialty Ind Film,34708.14
5264,2025-02-23,Converter & Specialty Ind Film,53457.06
5264,2024-06-23,Converter & Specialty Ind Film,28277.1
5264,2023-09-24,Converter & Specialty Ind Film,29775.12
5264,2025-04-27,Converter & Specialty Ind Film,30667.92
5264,2022-08-28,Converter & Specialty Ind Film,30769.44
5264,2025-06-29,Unknown,1239.57
5264,2022-05-29,Converter & Specialty Ind Film,39618.54
5264,2023-10-29,Converter & Specialty Ind Film,29530.08
5264,2023-04-30,Converter & Specialty Ind Film,22170.6
5264,2024-03-31,Converter & Specialty Ind Film,35532.42
5264,2024-02-04,Converter & Specialty Ind Film,29530.08
5264,2025-01-05,Converter & Specialty Ind Film,20994.78
5264,2022-08-07,Converter & Specialty Ind Film,28846.38
5430,2018-04-01,Bakery,115787.91
5430,2018-04-01,Non Finished Goods,131.0
5430,2021-08-01,Bakery,163385.44
5430,2019-12-01,Bakery,99594.44
5430,2018-07-01,Bakery,26270.5
5430,2020-03-01,Bakery,93031.91
5430,2020-11-01,Bakery,62612.33
5430,2019-09-01,Bakery,135664.40000000002
5430,2022-04-10,Bakery,37394.69
5430,2022-04-10,Non Finished Goods,319.6
5430,2019-02-10,Bakery,114996.44
5430,2021-01-10,Bakery,97330.54999999999
5430,2021-01-10,Non Finished Goods,135.87
5430,2018-06-10,Bakery,20105.41
5430,2018-06-10,Plate for Graphics - non FG,120.0
5430,2019-03-10,Bakery,99066.52
5430,2020-05-10,Bakery,139828.7
5430,2019-11-10,Bakery,55441.2
5430,2019-11-10,Non Finished Goods,171.0
5430,2021-10-10,Bakery,1282017.4600000002
5430,2021-10-10,Plate for Graphics - non FG,1150.0
5430,2021-04-11,Bakery,127028.03
5430,2019-08-11,Bakery,72640.7
5430,2018-02-11,Bakery,54511.09
5430,2018-02-11,Non Finished Goods,103.79
5430,2021-07-11,Bakery,92753.5
5430,2018-03-11,Bakery,74091.36
5430,2018-11-11,Bakery,52374.119999999995
5430,2020-10-11,Bakery,180242.37
5430,2020-10-11,Plate for Graphics - non FG,400.0
5430,2022-09-11,Bakery,3779.84
5430,2022-09-11,Non Finished Goods,46.15
5430,2020-04-12,Bakery,84604.41
5430,2020-04-12,Non Finished Goods,264.24
5430,2018-08-12,Bakery,62840.28999999999
5430,2021-12-12,Bakery,24084.76
5430,2021-12-12,Non Finished Goods,123.92
5430,2020-01-12,Bakery,76604.5
5430,2020-01-12,Non Finished Goods,268.0
5430,2020-07-12,Bakery,119012.19
5430,2019-05-12,Bakery,62915.22
5430,2019-05-12,Non Finished Goods,138.0
5430,2021-09-12,Bakery,111620.63
5430,2020-12-13,Bakery,79199.08
5430,2022-02-13,Bakery,65865.48
5430,2022-02-13,Non Finished Goods,530.05
5430,2019-01-13,Bakery,49708.57
5430,2019-01-13,Non Finished Goods,136.0
5430,2021-06-13,Bakery,80993.15
5430,2022-03-13,Bakery,71455.36
5430,2022-03-13,Non Finished Goods,1231.57
5430,2018-05-13,Bakery,143122.66
5430,2019-10-13,Bakery,36822.56
5430,2020-09-13,Bakery,57590.66
5430,2020-09-13,Plate for Graphics - non FG,1200.0
5430,2019-04-14,Bakery,80987.48
5430,2021-02-14,Bakery,113043.29000000001
5430,2018-01-14,Bakery,88770.28
5430,2019-07-14,Bakery,65917.4
5430,2020-06-14,Bakery,46713.740000000005
5430,2021-03-14,Bakery,75595.02
5430,2021-11-14,Bakery,24032.39
5430,2021-11-14,Plate for Graphics - non FG,2000.0
5430,2018-10-14,Bakery,57174.69
5430,2018-04-15,Bakery,68754.24
5430,2021-08-15,Bakery,92138.73999999999
5430,2021-08-15,Non Finished Goods,10.0
5430,2019-12-15,Bakery,53970.16
5430,2018-07-15,Bakery,116639.19
5430,2020-03-15,Bakery,153469.63
5430,2020-03-15,Non Finished Goods,165.73
5430,2022-05-15,Bakery,1640.56
5430,2022-05-15,Non Finished Goods,17.72
5430,2020-11-15,Bakery,98490.76000000001
5430,2019-09-15,Bakery,74474.51999999999
5430,2020-08-16,Bakery,83993.32
5430,2018-12-16,Bakery,146458.09000000003
5430,2020-02-16,Bakery,97116.47
5430,2022-01-16,Bakery,24553.82
5430,2022-01-16,Non Finished Goods,146.6
5430,2019-06-16,Bakery,102364.1
5430,2021-05-16,Bakery,78047.02
5430,2018-09-16,Bakery,82877.77
5430,2022-04-17,Bakery,65715.92
5430,2022-04-17,Non Finished Goods,1354.01
5430,2019-02-17,Bakery,82910.02
5430,2021-01-17,Bakery,72735.89
5430,2018-06-17,Bakery,117008.6
5430,2019-03-17,Bakery,58878.67
5430,2020-05-17,Bakery,82704.14
5430,2020-05-17,Plate for Graphics - non FG,1600.0
5430,2019-11-17,Bakery,142408.35
5430,2021-10-17,Healthcare Films & Flex Pkg,350.0
5430,2021-10-17,Plate for Graphics - non FG,350.0
5430,2021-04-18,Bakery,55532.020000000004
5430,2021-04-18,Non Finished Goods,139.0
5430,2021-04-18,Plate for Graphics - non FG,300.0
5430,2019-08-18,Bakery,142801.79
5430,2018-02-18,Bakery,81656.65
5430,2021-07-18,Bakery,84231.88
5430,2018-03-18,Bakery,35025.119999999995
5430,2018-11-18,Bakery,85751.95999999999
5430,2020-10-18,Bakery,77747.70999999999
5430,2020-10-18,Non Finished Goods,10.0
5430,2020-04-19,Bakery,76942.23
5430,2020-04-19,Plate for Graphics - non FG,3700.0
5430,2018-08-19,Bakery,87286.7
5430,2021-12-19,Bakery,93532.51
5430,2021-12-19,Non Finished Goods,854.38
5430,2020-01-19,Bakery,29672.1
5430,2020-01-19,Non Finished Goods,138.67
5430,2020-07-19,Bakery,81419.01999999999
5430,2019-05-19,Bakery,57278.560000000005
5430,2021-09-19,Bakery,81604.04999999999
5430,2021-09-19,Plate for Graphics - non FG,100.0
5430,2020-08-02,Bakery,78511.67
5430,2020-08-02,Non Finished Goods,229.5
5430,2018-12-02,Bakery,81961.38
5430,2020-02-02,Bakery,70828.38
5430,2022-01-02,Bakery,78178.47
5430,2019-06-02,Bakery,95585.44
5430,2021-05-02,Bakery,50932.34
5430,2018-09-02,Bakery,124605.48000000001
5430,2018-09-02,Non Finished Goods,118.0
5430,2020-12-20,Bakery,16059.62
5430,2022-02-20,Bakery,127864.70000000001
5430,2022-02-20,Non Finished Goods,847.97
5430,2022-02-20,Plate for Graphics - non FG,4900.0
5430,2019-01-20,Bakery,18305.97
5430,2021-06-20,Bakery,82270.88
5430,2022-03-20,Bakery,68999.3
5430,2022-03-20,Non Finished Goods,851.15
5430,2022-03-20,Unknown,266.86
5430,2018-05-20,Bakery,64944.520000000004
5430,2018-05-20,Non Finished Goods,332.0
5430,2019-10-20,Bakery,53027.09
5430,2020-09-20,Bakery,95657.79000000001
5430,2019-04-21,Bakery,100685.39
5430,2021-02-21,Bakery,70624.61
5430,2018-01-21,Bakery,83803.81
5430,2019-07-21,Bakery,102686.29000000001
5430,2020-06-21,Bakery,127341.32
5430,2021-03-21,Bakery,101770.78
5430,2021-11-21,Bakery,50987.36
5430,2021-11-21,Non Finished Goods,668.86
5430,2018-10-21,Bakery,122775.9
5430,2018-04-22,Bakery,135257.99
5430,2021-08-22,Bakery,118113.92
5430,2019-12-22,Bakery,8095.88
5430,2018-07-22,Bakery,102279.24
5430,2020-03-22,Bakery,64215.31
5430,2020-03-22,Plate for Graphics - non FG,100.0
5430,2022-05-22,Bakery,1337.2
5430,2022-05-22,Non Finished Goods,16.52
5430,2020-11-22,Bakery,14296.96
5430,2020-11-22,Plate for Graphics - non FG,100.0
5430,2019-09-22,Bakery,170916.78999999998
5430,2019-09-22,Packaging,93.82
5430,2020-08-23,Bakery,111524.16
5430,2018-12-23,Bakery,21145.36
5430,2020-02-23,Bakery,97333.31
5430,2020-02-23,Non Finished Goods,132.0
5430,2022-01-23,Bakery,15718.470000000001
5430,2022-01-23,Non Finished Goods,162.07
5430,2019-06-23,Bakery,83907.79000000001
5430,2021-05-23,Bakery,93550.05
5430,2018-09-23,Bakery,48404.52
5430,2022-04-24,Bakery,2127.84
5430,2022-04-24,Non Finished Goods,26.26
5430,2019-02-24,Bakery,45647.34
5430,2021-01-24,Bakery,79659.94
5430,2021-01-24,Plate for Graphics - non FG,100.0
5430,2018-06-24,Bakery,46289.03999999999
5430,2018-06-24,Non Finished Goods,243.0
5430,2019-03-24,Bakery,93478.41
5430,2020-05-24,Bakery,64027.340000000004
5430,2019-11-24,Bakery,38782.84
5430,2019-11-24,Non Finished Goods,37.0
5430,2021-10-24,Bakery,95190.07
5430,2021-04-25,Bakery,96761.22
5430,2019-08-25,Bakery,71753.63
5430,2018-02-25,Bakery,116285.85
5430,2018-02-25,Non Finished Goods,131.18
5430,2021-07-25,Bakery,57673.33
5430,2018-03-25,Bakery,96285.85
5430,2018-11-25,Bakery,43820.6
5430,2020-10-25,Bakery,70237.98000000001
5430,2020-04-26,Bakery,104369.11
5430,2020-04-26,Plate for Graphics - non FG,1550.0
5430,2018-08-26,Bakery,67151.62
5430,2021-12-26,Bakery,50565.590000000004
5430,2021-12-26,Non Finished Goods,332.66
5430,2020-01-26,Bakery,91405.26999999999
5430,2020-07-26,Bakery,54160.83
5430,2019-05-26,Bakery,64338.64
5430,2021-09-26,Bakery,92536.49
5430,2020-12-27,Bakery,125171.29999999999
5430,2022-02-27,Bakery,106039.18
5430,2022-02-27,Non Finished Goods,1874.43
5430,2019-01-27,Bakery,89599.29000000001
5430,2021-06-27,Bakery,97049.18
5430,2022-03-27,Bakery,14195.52
5430,2022-03-27,Non Finished Goods,510.28
5430,2018-05-27,Bakery,78455.94
5430,2019-10-27,Bakery,48028.63
5430,2020-09-27,Bakery,101418.34
5430,2020-09-27,Non Finished Goods,43.0
5430,2019-04-28,Bakery,56317.64
5430,2021-02-28,Bakery,102175.63
5430,2018-01-28,Bakery,90466.8
5430,2019-07-28,Bakery,61183.0
5430,2020-06-28,Bakery,69336.01999999999
5430,2021-03-28,Bakery,58914.3
5430,2021-11-28,Bakery,82093.23
5430,2021-11-28,Non Finished Goods,779.9100000000001
5430,2021-11-28,Plate for Graphics - non FG,1000.0
5430,2018-10-28,Bakery,60136.399999999994
5430,2018-04-29,Bakery,23696.489999999998
5430,2021-08-29,Bakery,98137.61
5430,2019-12-29,Bakery,47214.759999999995
5430,2019-12-29,Non Finished Goods,121.0
5430,2018-07-29,Bakery,64064.43
5430,2018-07-29,Non Finished Goods,37.0
5430,2020-03-29,Bakery,66813.11
5430,2022-05-29,Bakery,5623.42
5430,2020-11-29,Bakery,73368.74
5430,2020-11-29,Non Finished Goods,26.0
5430,2019-09-29,Bakery,79745.48999999999
5430,2019-09-29,Non Finished Goods,126.0
5430,2022-04-03,Bakery,17972.12
5430,2022-04-03,Non Finished Goods,335.24
5430,2019-02-03,Bakery,102971.48000000001
5430,2021-01-03,Bakery,165558.7
5430,2018-06-03,Bakery,64579.159999999996
5430,2019-03-03,Bakery,100147.66
5430,2020-05-03,Bakery,47730.630000000005
5430,2020-05-03,Plate for Graphics - non FG,200.0
5430,2019-11-03,Bakery,129595.15
5430,2021-10-03,Bakery,87346.34
5430,2021-10-03,Plate for Graphics - non FG,350.0
5430,2020-08-30,Bakery,70845.74
5430,2018-12-30,Bakery,52304.46
5430,2022-01-30,Bakery,115706.11
5430,2022-01-30,Non Finished Goods,1357.98
5430,2019-06-30,Bakery,115235.17000000001
5430,2021-05-30,Bakery,48118.729999999996
5430,2018-09-30,Bakery,120369.0
5430,2017-12-31,Bakery,52323.29
5430,2021-01-31,Bakery,43754.9
5430,2021-01-31,Non Finished Goods,131.0
5430,2019-03-31,Bakery,69144.1
5430,2020-05-31,Bakery,120188.45
5430,2021-10-31,Bakery,168256.57
5430,2021-04-04,Bakery,128043.41
5430,2021-04-04,Non Finished Goods,248.0
5430,2019-08-04,Bakery,73096.29000000001
5430,2018-02-04,Bakery,102736.79000000001
5430,2021-07-04,Bakery,93453.01999999999
5430,2018-03-04,Bakery,38871.08
5430,2018-11-04,Bakery,129017.23999999999
5430,2020-10-04,Bakery,60165.57
5430,2020-10-04,Plate for Graphics - non FG,1200.0
5430,2020-04-05,Bakery,56410.53
5430,2020-04-05,Plate for Graphics - non FG,1600.0
5430,2018-08-05,Bakery,84072.01000000001
5430,2021-12-05,Bakery,233706.56
5430,2021-12-05,Non Finished Goods,345.25
5430,2020-01-05,Bakery,152825.99
5430,2020-07-05,Bakery,120177.62
5430,2020-07-05,Non Finished Goods,3798.0
5430,2019-05-05,Bakery,112581.05
5430,2019-05-05,Non Finished Goods,128.0
5430,2021-09-05,Bakery,79048.41
5430,2020-12-06,Bakery,117643.48999999999
5430,2022-02-06,Bakery,113683.05
5430,2022-02-06,Non Finished Goods,998.62
5430,2019-01-06,Bakery,89920.95
5430,2021-06-06,Bakery,80528.12
5430,2022-03-06,Bakery,46949.91
5430,2022-03-06,Non Finished Goods,92.21
5430,2018-05-06,Bakery,147470.13
5430,2019-10-06,Bakery,83854.07
5430,2020-09-06,Bakery,85026.37
5430,2019-04-07,Bakery,93892.43000000001
5430,2019-04-07,Non Finished Goods,297.0
5430,2021-02-07,Bakery,66644.12
5430,2018-01-07,Bakery,48485.72
5430,2019-07-07,Bakery,117803.23999999999
5430,2020-06-07,Bakery,141746.41999999998
5430,2021-03-07,Bakery,105106.18000000001
5430,2021-03-07,Non Finished Goods,27.0
5430,2021-11-07,Bakery,44588.67
5430,2018-10-07,Bakery,64593.47
5430,2018-04-08,Bakery,84611.33
5430,2021-08-08,Bakery,48136.2
5430,2019-12-08,Bakery,74087.13
5430,2019-12-08,Non Finished Goods,226.84
5430,2018-07-08,Bakery,94842.98000000001
5430,2020-03-08,Bakery,97927.01000000001
5430,2022-05-08,Bakery,14330.88
5430,2022-05-08,Non Finished Goods,288.15
5430,2020-11-08,Bakery,136055.25
5430,2019-09-08,Bakery,127416.5
5430,2019-09-08,Non Finished Goods,249.37
5430,2020-08-09,Bakery,109475.41
5430,2018-12-09,Bakery,87360.24
5430,2020-02-09,Bakery,109181.36
5430,2020-02-09,Non Finished Goods,189.0
5430,2020-02-09,Plate for Graphics - non FG,100.0
5430,2022-01-09,Bakery,200647.04
5430,2022-01-09,Non Finished Goods,871.98
5430,2019-06-09,Bakery,27502.83
5430,2019-06-09,Non Finished Goods,139.91
5430,2021-05-09,Bakery,130792.81
5430,2022-10-09,Bakery,5215.15
5430,2018-09-09,Bakery,49573.42
5431,2019-12-01,Non Finished Goods,1005.83
5431,2020-03-01,Non Finished Goods,164.8
5431,2020-11-01,Non Finished Goods,152.34
5431,2021-01-10,Non Finished Goods,394.27
5431,2019-11-10,Non Finished Goods,341.16
5431,2020-10-11,Non Finished Goods,213.01
5431,2020-04-12,Non Finished Goods,48.92
5431,2020-09-13,Non Finished Goods,73.38
5431,2021-02-14,Non Finished Goods,168.92
5431,2021-03-14,Non Finished Goods,298.51
5431,2020-03-15,Non Finished Goods,316.03
5431,2020-11-15,Non Finished Goods,155.06
5431,2020-08-16,Non Finished Goods,729.66
5431,2019-11-17,Non Finished Goods,287.75
5431,2020-01-19,Non Finished Goods,152.72
5431,2020-02-02,Non Finished Goods,1291.18
5431,2021-02-21,Non Finished Goods,239.71
5431,2020-06-21,Non Finished Goods,163.02
5431,2021-03-21,Non Finished Goods,254.35
5431,2019-12-22,Non Finished Goods,164.14
5431,2020-03-22,Non Finished Goods,522.5
5431,2020-11-22,Non Finished Goods,79.18
5431,2020-08-23,Non Finished Goods,617.59
5431,2021-01-24,Non Finished Goods,893.63
5431,2018-06-24,Non Finished Goods,159.86
5431,2019-11-24,Non Finished Goods,182.58
5431,2019-08-25,Non Finished Goods,78.59
5431,2020-10-25,Non Finished Goods,688.52
5431,2020-01-26,Non Finished Goods,164.46
5431,2020-09-27,Non Finished Goods,386.73
5431,2021-02-28,Non Finished Goods,165.21
5431,2020-03-29,Non Finished Goods,591.0
5431,2021-01-03,Non Finished Goods,216.18
5431,2019-11-03,Non Finished Goods,225.86
5431,2021-01-31,Non Finished Goods,311.06
5431,2020-05-31,Non Finished Goods,161.54
5431,2020-12-06,Non Finished Goods,613.85
5431,2019-10-06,Non Finished Goods,113.53
5431,2020-09-06,Non Finished Goods,194.03
5431,2021-02-07,Non Finished Goods,525.24
5431,2021-03-07,Non Finished Goods,85.48
5431,2019-12-08,Non Finished Goods,218.58
5431,2020-03-08,Non Finished Goods,685.36
5431,2019-09-08,Non Finished Goods,239.56
5435,2020-01-12,Specialty Foods - Other,15958.57
5435,2019-09-15,Specialty Foods - Other,17305.58
5435,2019-04-21,Specialty Foods - Other,4383.52
5435,2019-06-23,Specialty Foods - Other,5616.33
5435,2019-08-25,Specialty Foods - Other,13431.17
5435,2019-03-03,Specialty Foods - Other,5414.44
5435,2019-08-04,Specialty Foods - Other,4647.64
5436,2018-07-01,Bakery,8856.96
5436,2018-03-11,Bakery,1078.66
5436,2019-01-13,Bakery,11258.85
5436,2018-04-15,Bakery,6702.87
5436,2018-12-16,Bakery,5722.24
5436,2018-02-18,Bakery,3258.88
5436,2018-03-18,Bakery,9207.64
5436,2018-12-02,Bakery,2775.68
5436,2018-05-20,Bakery,14243.61
5436,2019-04-21,Bakery,5866.86
5436,2018-01-21,Bakery,6396.3
5436,2019-06-23,Non Finished Goods,307.49
5436,2019-02-24,Bakery,12299.76
5436,2018-02-25,Bakery,7775.07
5436,2018-03-25,Bakery,10713.2
5436,2018-01-28,Bakery,3258.88
5436,2018-04-29,Bakery,6799.36
5436,2018-07-29,Bakery,12167.23
5436,2018-06-03,Bakery,3920.73
5436,2018-09-30,Bakery,8327.04
5436,2018-02-04,Bakery,3258.88
5436,2018-03-04,Bakery,1242.18
5436,2018-04-08,Bakery,6081.28
5461,2020-01-12,Bakery,9623.57
5461,2020-01-12,Non Finished Goods,96.24
5461,2018-12-16,Bakery,5591.23
5461,2018-12-16,Non Finished Goods,55.91
5461,2020-12-20,Bakery,895.5
5461,2020-12-20,Non Finished Goods,8.96
5461,2018-11-25,Bakery,1944.5
5461,2018-11-25,Non Finished Goods,19.45
5461,2019-06-30,Bakery,3188.2
5461,2019-06-30,Non Finished Goods,31.88
5461,2019-07-07,Bakery,562.79
5461,2019-07-07,Non Finished Goods,5.63
5551,2023-06-11,Personal Care,22250.69
5551,2022-11-13,Personal Care,23639.12
5551,2024-04-14,Personal Care,5887.44
5551,2022-08-14,Personal Care,19053.43
5551,2025-02-16,Personal Care,10008.24
5551,2025-03-16,Personal Care,7500.13
5551,2022-07-17,Personal Care,17913.4
5551,2023-09-17,Personal Care,7222.62
5551,2024-08-18,Personal Care,7381.69
5551,2024-05-19,Personal Care,9945.48
5551,2025-04-20,Personal Care,7500.13
5551,2023-05-21,Personal Care,32060.39
5551,2024-09-22,Personal Care,38118.57
5551,2023-07-23,Personal Care,9870.91
5551,2024-06-23,Personal Care,6378.06
5551,2024-03-24,Personal Care,7003.5
5551,2024-11-24,Personal Care,7787.89
5551,2024-02-25,Personal Care,7003.5
5551,2022-11-27,Personal Care,240.0
5551,2023-07-30,Personal Care,7704.13
5551,2024-05-05,Personal Care,10608.5
5551,2025-07-06,Personal Care,19716.79
5551,2024-12-08,Personal Care,7857.93
5551,2023-04-09,Personal Care,43176.19
5551,2024-06-09,Personal Care,8810.41
5551,2022-10-09,Personal Care,19228.53
5552,2019-12-01,Healthcare Films & Flex Pkg,8063.7
5552,2019-12-01,Personal Care,562.5
5552,2022-05-01,Healthcare Films & Flex Pkg,5192.27
5552,2018-03-11,Healthcare Films & Flex Pkg,4014.0
5552,2018-03-11,Personal Care,733.5
5552,2020-10-11,Healthcare Films & Flex Pkg,6077.5
5552,2023-02-12,Healthcare Films & Flex Pkg,5356.19
5552,2025-01-12,Healthcare Films & Flex Pkg,7666.05
5552,2020-07-12,Healthcare Films & Flex Pkg,7181.8
5552,2023-03-12,Healthcare Films & Flex Pkg,2022.3
5552,2023-03-12,Personal Care,420.0
5552,2024-05-12,Healthcare Films & Flex Pkg,4282.38
5552,2020-12-13,Healthcare Films & Flex Pkg,7930.5
5552,2020-12-13,Personal Care,1620.0
5552,2021-06-13,Healthcare Films & Flex Pkg,7609.78
5552,2021-06-13,Personal Care,2600.0
5552,2022-03-13,Healthcare Films & Flex Pkg,14179.55
5552,2022-03-13,Personal Care,2340.0
5552,2022-08-14,Healthcare Films & Flex Pkg,3307.04
5552,2022-05-15,Healthcare Films & Flex Pkg,1480.0
5552,2023-10-15,Healthcare Films & Flex Pkg,6319.17
5552,2023-10-15,Personal Care,1100.0
5552,2018-12-16,Healthcare Films & Flex Pkg,3907.5
5552,2025-02-16,Healthcare Films & Flex Pkg,3057.55
5552,2019-06-16,Healthcare Films & Flex Pkg,3932.0
5552,2018-06-17,Healthcare Films & Flex Pkg,2042.98
5552,2019-08-18,Healthcare Films & Flex Pkg,2188.56
5552,2019-08-18,Personal Care,1020.0
5552,2024-02-18,Healthcare Films & Flex Pkg,4211.65
5552,2018-03-18,Healthcare Films & Flex Pkg,293.4
5552,2018-03-18,Personal Care,231.2
5552,2022-06-19,Healthcare Films & Flex Pkg,4511.0
5552,2020-02-02,Healthcare Films & Flex Pkg,2625.0
5552,2020-02-02,Personal Care,4085.0
5552,2023-07-02,Healthcare Films & Flex Pkg,2224.53
